doi,title,abstract,authors,references
https://doi.org/10.1145/3097983.3105807,What's Fair?,"Data, algorithms, and systems have biases embedded within them reflecting designers' explicit and implicit choices, historical biases, and societal priorities. They form, literally and inexorably, a codification of values. ""Unfairness"" of algorithms -- for tasks ranging from advertising to recidivism prediction -- has attracted considerable attention in the popular press. The talk will discuss the nascent mathematically rigorous study of fairness in classification and scoring.","[{""name"":""Cynthia Dwork"",""id"":""/profile/99658974959""},{""name"":""Cynthia Dwork"",""id"":""/profile/99658974959""}]",null
https://doi.org/10.1145/3097983.3105809,The Future of Data Integration,"The value of data explodes when it is integrated. In this talk, I present some important innovations in data integration over the last two decades. These include data exchange [1], which provides a foundation for reasoning about the correctness of transformed data, and the use of declarative mappings in integration [2]. I discuss how data mining has been used to facilitate data integration, including constraint discovery [3], mapping discovery [4], and in schema discovery to combat database decay and facilitate integration [5,6]. I present some important new data integration challenges that arise in data science. These include the use of mining for query and visualization recommendation over massive data lakes [7] and data set search, finding datasets of interest at interactive speeds [8].","[{""name"":""Renée J. Miller"",""id"":""/profile/81100162249""},{""name"":""Renée J. Miller"",""id"":""/profile/81100162249""}]","[""R. Fagin, Ph. G. Kolaitis, R. J. Miller, L. Popa. Data Exchange: Semantics and Query Answering. Theoretical Computer Science, 336(1):89--124, May 2005. Google Scholar"",""R. Fagin, L. M. Haas, M. A. Hernandez, R. J. Miller, L. Popa, Y. Velegrakis. Clio: Schema Mapping Creation and Data Exchange. Conceptual Modelling: Foundations \u0026 Applications, 198--236, 2009.Google Scholar"",""F. Chiang and R. J. Miller, Discovering Data Quality Rules. PVLDB 1(1):1166--1177, 2008.  Google Scholar"",""A. Kimmig, A. Memory, R. J. Miller, L. Getoor. A Collective Probabilistic Approach to Schema Mapping Discovery. IEEE ICDE, 921--932, 2017.Google Scholar"",""R. J. Miller and P. Andritsos. Schema Discovery. IEEE Data Engineering Bulletin, 26(3):40--45, 2003.Google Scholar"",""P. Andritsos, R. J. Miller, P. Tsaparas. Information-Theoretic Tools for Mining Database Structure from Large Data Sets. ACM SIGMOD, 33(2):731--742, 2004.  Google Scholar"",""E. Kandogan, M. Roth, P. M. Schwarz, J. Hui, I. G. Terrizzano, C. Christodoulakis, R. J. Milller. LabBook: Metadata-Driven Social Collaborative Data Analysis. IEEE Big Data, 431--440, 2015.Google Scholar"",""E. Zhu, F. Nargesian, K. Q. Pu, R. J. Miller. LSH Ensemble: Internet-Scale Domain Search. PVLDB, 9(12):1185--1196 2016.  Google Scholar""]"
https://doi.org/10.1145/3097983.3105808,"Three Principles of Data Science: Predictability, Stability and Computability","In this talk, I'd like to discuss the intertwining importance and connections of three principles of data science in the title in data-driven decisions.Making prediction as its central task and embracing computation as its core, machine learning has enabled wide-ranging data-driven successes. Prediction is a useful way to check with reality. Good prediction implicitly assumes stability between past and future. Stability (relative to data and model perturbations) is also a minimum requirement for interpretability and reproducibility of data driven results (cf. Yu, 2013). It is closely related to uncertainty assessment. Obviously, both prediction and stability principles can not be employed without feasible computational algorithms, hence the importance of computability.The three principles will be demonstrated in the context of two neuroscience projects and through analytical connections. In particular, the first project adds stability to predictive modeling used for reconstruction of movies from fMRI brain signlas for interpretable models. The second project use predictive transfer learning that combines AlexNet, GoogleNet and VGG with single V4 neuron data for state-of-the-art prediction performance. Our results lend support, to a certain extent, to the resemblance of these CNNs to brain and at the same time provide stable pattern interpretations of neurons in the difficult primate visual cortex V4.","[{""name"":""Bin Yu"",""id"":""/profile/81100472076""},{""name"":""Bin Yu"",""id"":""/profile/81100472076""}]",null
https://doi.org/10.1145/3097983.3121426,Foreword to the Applied Data Science: Invited Talks Track at KDD-2017,"The Applied Data Science (ADS) Invited Talks Track at KDD-2017 is a continuation of what has now become a ""7-year tradition"" at KDD conferences. This is the second year the track operates under the ADS name, an evolution from its origins at KDD-2011 as the ""Industry Practice Expo"". The KDD Conference on Knowledge Discovery and Data Mining (KDD) is the world's first, largest and best conference on Data Science, Data Mining, and Knowledge Discovery. It brings together a healthy mix of academic researchers, industry and government researchers, and practitioners from a wide range of institutions and fields. The primary focus on KDD is on peer-reviewed research contributions and the academic advancement of the field. This is an important goal and in fact the KDD conference is now recognized as the most competitive and prestigious forum for presenting high quality research results. KDD, being fundamentally an applied field, needs the strong representation of applied work of big impact. Over the years of running the conference we observed that our initial speaker-selection approach needed to be re-thought because of the important contributions made to the field outside traditional academic, industrial and government research laboratories. The result of this re-thinking was to create a forum that exposes important contributions to Data Science through Big Data Applications that address strategic problems. We wanted to effectively capture the rising importance of Data Science and Machine Learning especially in the Big Data environment where structured and unstructured data create special challenges, and of course present new opportunities. The goal of the Invited Talks Track is to curate contributions from leaders in our field who have made important contributions through the development of a system, the creation of a new and important business, or the development and market introduction of a product,. Some of these important contributions may never see an academic paper or detailed peer-reviewed paper written about them, yet they are of critical importance to our very applied field. To give you an idea of how rapidly growing this area is, and how this sector of our industry and promises to be highly disruptive across many industries, we cite a couple of articles out of a plethora of such coverage: According to IDC, the global revenues from Big Data and business will grow from $130.1 billion in 2016 to more than $203 billion in 2020, at a compound annual growth rate (CAGR) of 11.7% [1]. Furthermore, to quote from a Forbes article: ""Data monetization"" will become a major source of revenues, as the world will create 180 zettabytes of data (or 180 trillion gigabytes) in 2025, up from less than 10 zettabytes in 2015.? [2]","[{""name"":""Usama M. Fayyad"",""id"":""/profile/81100172620""},{""name"":""Evangelos Simoudis"",""id"":""/profile/81100640875""},{""name"":""Ashok Srivastava"",""id"":""/profile/99659060871""},{""name"":""Usama M. Fayyad"",""id"":""/profile/81100172620""},{""name"":""Evangelos Simoudis"",""id"":""/profile/81100640875""},{""name"":""Ashok Srivastava"",""id"":""/profile/99659060871""}]","[""See IDC report: Worldwide Semiannual Big Data and Analytics Spending Guide - https://www.idc.com/getdoc.jsp?containerId=prUS41826116 - October 2016.Google Scholar"",""See Forbes Magazine article: \""6 Predictions For The $203 Billion Big Data Analytics Market\"" - https://www.forbes.com/sites/gilpress/2017/01/20/6-predictions-for-the-203-billion-big-data-analytics-market/#61f37fe82083 - January 2017.Google Scholar""]"
https://doi.org/10.1145/3097983.3106682,More than the Sum of its Parts: Building Domino Data Lab,"Industry has always leveraged cutting edge quantitative research techniques. From finance and insurance, to marketing and manufacturing, efficiencies and advantages have been seized through measurement, prediction, and the generation of insights' but never at this scale. Organizations which previously may have employed one or two data scientists are now scaling the work to dozens if not hundreds of practitioners. Where previously only a handful of organizations could boast that they were leveraging machine learning and statistical models, now it's a rarity to find an untouched industry or player. Organizations are now faced with the challenges of empowering, scaling, and measuring this workforce to sustain the transformation to the prediction economy. In this talk, I will discuss how and why we built the Domino Data Lab platform. I will talk about the challenges we faced technologically, organizationally and culturally when bringing a system of record to data science.","[{""name"":""Eduardo Ariño de la Rubia"",""id"":""/profile/99659193608""},{""name"":""Eduardo Ariño de la Rubia"",""id"":""/profile/99659193608""}]",null
https://doi.org/10.1145/3097983.3105813,Mining Big Data in NeuroGenetics to Understand Muscular Dystrophy,"The recent advances in genome sequencing and analyses of the billions of base pairs in genomic data have been a boon for moving forward our understanding of human disease. In this talk I will describe how genome sequencing has dramatically improved our understanding of the most common adult form of muscular dystrophy, which is myotonic dystrophy. Two different genetic mutations cause thousands of changes in the cells and tissues of myotonic dystrophy patients. Genome sequencing has allowed us to precisely determine the degree of changes across patients, correlate these changes to disease symptoms and allow us to determine quickly in cell and animal models the effectiveness of therapeutic strategies for myotonic dystrophy.","[{""name"":""Andy Berglund"",""id"":""/profile/99659193439""},{""name"":""Andy Berglund"",""id"":""/profile/99659193439""}]",null
https://doi.org/10.1145/3097983.3105817,Industrial Machine Learning,"The ongoing digitization of the industrial-scale machines that power and enable human activity is itself a major global transformation. But the real revolution-in efficiencies, in improved and saved lives-will happen as machine learning automation and insights are properly coupled to the complex systems of industrial data. Leveraging a systems view of real-world use cases from aviation to transportation, I contrast the needs and approaches of consumer versus industrial machine learning. Particularly, I focus on three key areas: combining physics-based models to data-driven models, differential privacy and secure ML (including edge-to-cloud strategies), and interpretability of model predictions.","[{""name"":""Josh Bloom"",""id"":""/profile/99658613545""},{""name"":""Josh Bloom"",""id"":""/profile/99658613545""}]",null
https://doi.org/10.1145/3097983.3105818,Behavior Informatics to Discover Behavior Insight for Active and Tailored Client Management,"Behavior is ubiquitous, and behavior intelligence and insight play an important role in data understanding and business problem-solving. Behavior Informatics [1,2] emerges as an important tool for discovering behavior intelligence and behavior insight. As a computational concept, behavior captures the aspects of the demographics of behavioral subjects and objects; social relationships or norms governing the interactions between behaviors of an individual or a group; behavior sequences or networks and their dynamics; and the impact or effect generated by the behaviors undertaken by subjects on objects. Accordingly, a behavior model [2] captures the subject and the object of a behavior or behavior sequence, the activities conducted by its subject on objects, and the relationships between activities; behavior subject, object, activities and relationships are characterized by their respective attributes. As a result, a behavior is represented as a behavior attributes-based vector; and a subject's behaviors at a time period form a vector-based sequence, namely, represented as a behavior attribute vector-based matrix [3]. With such behavior modeling and from the informatics perspective, behavior informatics takes a top-down approach to systematically and deeply represent, model, reason about, and aggregate behaviors [4]; and a bottom-up approach to analyze and learn behavior occurrences, non-occurrences, dynamics, impact, and utility [2].Accordingly, for a real-life problem, first, its data is converted to behavioral data according to the above behavior model, characterized by the relevant activities that form behavior sequences, and the properties of subjects, objects, activities, and relationships. Second, analytical tasks, such as behavior pattern analysis, abnormal behavior detection, coupled analysis of group behaviors, modeling of behavior impact and utility, discovery of high impact and high utility behaviors, analysis of non-occurring behaviors, and analysis of behavior evolution and dynamics, can be undertaken on such behavioral data. In this way, complex behaviors are quantifiable, computable [5], and manageable.This talk introduces some of real-life applications of behavior informatics in core business, capital markets and government services. It involves complex individual and group behaviors in relevant business, the interactions between clients and service providers, and relevant behavior sequences and attributes. The examples demonstrate the personalized and early prediction, the prevention and intervention of abnormal behaviors, and the active and tailored management of suspicious clients. Examples include the detection of pool manipulation through analyzing coupled sequences [3] of trading behaviors from multiple associated accounts in stock markets, the intervention of high-impact [6] behaviors in social security for preventing overpayments, the quantification and identification of high-utility [7] behaviors, the identification of and tailored intervention on self-finalizing versus non-self-finalizing taxpaying behaviors [8,9], and even the impact of non-occurring behaviors [10] in debt recovery and prevention. The real-life case studies show the value and potential of behavior informatics for handling complex and challenging risk management, fraud and non-compliance, and for active and tailored client management in business problems. The examples are associated with highly significant economic benefits and social impact as a result of applying the resultant behavior insight and behavior intelligence.","[{""name"":""Longbing Cao"",""id"":""/profile/81451595792""},{""name"":""Longbing Cao"",""id"":""/profile/81451595792""}]","[""Longbing Cao, et al. Behavior Informatics: A New Perspective. IEEE Intelligent Systems, 29(4): 62--80, 2014. Google Scholar"",""Longbing Cao, In-depth Behavior Understanding and Use: the Behavior Informatics Approach, Information Science, 180(17); 3067--3085, 2010.Google Scholar"",""Longbing Cao, Yuming Ou, Philip S Yu. Coupled Behavior Analysis with Applications, IEEE Trans. on Knowledge and Data Engineering, 24(8): 1378--1392, 2012.  Google Scholar"",""Can Wang, Longbing Cao, Chi-Hung Chi. Formalization and Verification of Group Behavior Interactions. IEEE T. Systems, Man, and Cybernetics: Systems 45(8): 1109--1124, 2015.Google Scholar"",""Longbing Cao, Philip S Yu (Eds). Behavior Computing: Modeling, Analysis, Mining and Decision, Springer, 2012. Google Scholar"",""Longbing Cao. Zhao Y., Zhang, C. Mining Impact-Targeted Activity Patterns in Imbalanced Data, IEEE Trans. on Knowledge and Data Engineering, 20(8): 1053--1066, 2008.  Google Scholar"",""Junfu Yin, Zhigang Zheng, Longbing Cao. USpan: An Efficient Algorithm for Mining High Utility Sequential Patterns, KDD 2012, 660--668.  Google Scholar"",""Zhigang Zheng, Wei Wei, Chunming Liu, Wei Cao, Longbing Cao, Maninder Bhatia. An effective contrast sequential pattern mining approach to taxpayer behavior analysis, World Wide Web 19(4): 633--651, 2016.  Google Scholar"",""Australian Taxation Office. Commissioner of Taxation Annual Report 2012--2013.Google Scholar"",""Longbing Cao, Philip S. Yu, Vipin Kumar. Nonoccurring Behavior Analytics: A New Area. IEEE Intelligent Systems 30(6): 4--11, 2015. Google Scholar"",""Yanchang Zhao, Huaifeng Zhang, Longbing Cao, Chengqi Zhang and Hans Bohlscheid. Mining Both Positive and Negative Impact-Oriented Sequential Rules From Transactional Data, PAKDD2009, pp.656--663.Google Scholar""]"
https://doi.org/10.1145/3097983.3105816,It Takes More than Math and Engineering to Hit the Bullseye with Data,"Adopting algorithmic decision-making in a large and complex enterprise such as a Fortune 50 retailer like Target takes much more than clean, reliable data and great data mining capabilities. Yet data practitioners too often start with advanced math and fancy algorithms, rather than working hand-in-hand with business partners to identify and understand the biggest business problems. (Then teams should move onto how algorithms can be applied to those problems.) Another key step for data scientists at large organizations: ensuring that their business partners -- the merchants, marketers and supply chain experts -- have a base-line understanding of advanced models as well as the proper analytical support tools. Obtaining widespread buy-in and enthusiasm also requires providing a user-friendly interface for business partners with optionality and flexibility that allows the intelligence to be applied to the many varied issues facing a modern retailer, from personalization to supply chain transformation to decisions on assortment and pricing. This talk will explore effective practices and processes -- the do's and don'ts -- for data scientists to succeed in large, complex organizations like a retailer with 1,800+ stores, major marketing campaigns across multiple channels and a fast growing online business.","[{""name"":""Paritosh Desai"",""id"":""/profile/99659193441""},{""name"":""Paritosh Desai"",""id"":""/profile/99659193441""}]",null
https://doi.org/10.1145/3097983.3105812,Planning and Learning under Uncertainty: Theory and Practice,"This talk will describe recent progress on modeling, planning, learning, and control of autonomous systems operating in dynamic environments, with an emphasis on addressing the challenges faced on various timescales. For example, autonomous robotic agents need to plan/execute safe paths and avoid imminent collisions given noisy sensory information (short timescale), learn how to interact with other agents (possibly humans) with intents that are not known (medium timescale), and perform complex cooperative tasks given imperfect models and knowledge of the environment and teammate actions (long timescale). These tasks are often constrained to be done using onboard computation and perception, which can add significant complexity to the system. The talk will highlight several recently developed solutions to these challenges that have been implemented to demonstrate high-speed agile flight of a quadrotor in unknown, cluttered environments, autonomous navigation of a ground vehicle in complex indoor environments alongside pedestrians, and real-time cooperative multiagent planning with an onboard deep learning-based perception system.","[{""name"":""Jonathan P. How"",""id"":""/profile/81100241658""},{""name"":""Jonathan P. How"",""id"":""/profile/81100241658""}]",null
